,firstName,lastName,serviceAddress,middleName
0,Giovanni,Prato,"{'line1': '130 King Street West, Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
1,Maximilien,de Limburg Stirum,"{'line1': '130 King Street West, Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
2,Jason,Melbourne,"{'line1': '130 King Street West, Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
3,Marc,Lemann,"{'line1': '130 King Street West, Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
4,Golnar,Khosrowshahi,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
5,Thecla,Sweeney,"{'line1': '130 King Street West, Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",E.
6,Ali,Hedayat,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
7,Alex,Behring,"{'line1': '130 King Street, West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
8,Daniel,Schwartz,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
9,Neil,Golden,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
10,Paul,Fribourg,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",
11,Joao,Castro-Neves,"{'line1': '130 King Street West', 'line2': 'Suite 300', 'city': 'Toronto', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'M5X 1E1', 'countryCode': 'CA', 'countryName': 'Canada'}",M.
